"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","threshold"
"ZBTB20-AS5",9.29294695899994e-08,-7.72167074637606,0,0.011,0.00455196420892694,"down"
"AC139887.2",9.29294695899994e-08,-8.05890847725056,0,0.011,0.00455196420892694,"down"
"MIR2052HG",9.29294695899994e-08,-8.26701196036733,0,0.011,0.00455196420892694,"down"
"HNRNPUL2",9.29294695899994e-08,-8.08666447600056,0,0.011,0.00455196420892694,"down"
"SELENOM",9.29294695899994e-08,-7.8495454837716,0,0.011,0.00455196420892694,"down"
"MDH1",9.8866991617084e-08,-0.647981906555119,0.066,0.105,0.00484280185037962,"ns"
"HNRNPM",9.94765151797641e-08,-0.425733420456485,0.097,0.145,0.00487265814305038,"ns"
"DTNBP1",1.0011713390089e-07,-0.418685845732723,0.076,0.119,0.00490403756986731,"ns"
"GPC6",1.00939893187102e-07,-0.308003503013629,0.204,0.268,0.00494433878798382,"ns"
"CLIP1",1.04373432897397e-07,-0.333709413036805,0.303,0.375,0.0051125238636132,"ns"
"STON2",1.06465065165846e-07,0.37768398649049,0.425,0.388,0.00521497828701863,"ns"
"USP32",1.06765834060042e-07,-0.214805184913794,0.136,0.195,0.00522971084976302,"ns"
"GHR",1.07959173728079e-07,-0.862981863754444,0.025,0.052,0.00528816420672247,"ns"
"CCDC85B",1.08936171437926e-07,-0.640080837406649,0.049,0.085,0.00533602048554392,"ns"
"VCL",1.10801952921067e-07,-0.270184125147497,0.091,0.139,0.00542741205993262,"ns"
"TUBA1B",1.11753150416708e-07,-0.441885634673071,0.131,0.183,0.00547400456686159,"ns"
"CALD1",1.16449830968966e-07,-0.543842752440419,0.067,0.108,0.00570406207035285,"ns"
"ATP1A1",1.18143979936862e-07,-0.543107660454253,0.063,0.103,0.00578704656924733,"ns"
"SLC44A3",1.19753780090218e-07,-0.465863470261849,0.06,0.099,0.00586589941015913,"ns"
"PITPNA",1.20078178149272e-07,-0.395438472879102,0.108,0.158,0.00588178940028581,"ns"
"SCD5",1.21521088537032e-07,0.281762144435415,0.502,0.462,0.00595246747980945,"ns"
"CSTB",1.2232665487555e-07,-0.462125252194337,0.065,0.105,0.00599192653576908,"ns"
"RSL24D1",1.23718759879809e-07,-1.31232045277754,0.017,0.04,0.00606011601519269,"down"
"MYO18A",1.25834794653886e-07,-0.586852637805968,0.043,0.078,0.00616376574653131,"ns"
"MT2A",1.27207286732196e-07,-0.297227591949568,0.463,0.55,0.00623099452600316,"ns"
"CYCS",1.31511603171427e-07,-0.607672827987166,0.075,0.116,0.00644183285814599,"ns"
"PDAP1",1.33488304082633e-07,-1.05381327637547,0.015,0.038,0.00653865759887962,"down"
"WASF2",1.34552175555103e-07,-0.311282242338964,0.116,0.168,0.0065907692152156,"ns"
"FAAP20",1.34623101807339e-07,-7.87479396715032,0,0.011,0.00659424339582891,"down"
"HLA-B",1.34623104340678e-07,-7.9294495653855,0,0.011,0.00659424351991943,"down"
"COX16",1.34623104340678e-07,-7.87631796335491,0,0.011,0.00659424351991943,"down"
"ERO1B",1.34623104340678e-07,-7.8789942180826,0,0.011,0.00659424351991943,"down"
"AC007402.1",1.34623104340678e-07,-8.13513506306368,0,0.011,0.00659424351991943,"down"
"AC092924.2",1.34623104340678e-07,-8.16799577250956,0,0.011,0.00659424351991943,"down"
"AC124852.1",1.34623104340678e-07,-7.78688605400316,0,0.011,0.00659424351991943,"down"
"AC104123.1",1.34623104340678e-07,-8.08616843076519,0,0.011,0.00659424351991943,"down"
"AP006621.3",1.34623104340678e-07,-7.90686355165654,0,0.011,0.00659424351991943,"down"
"BSCL2",1.34623104340678e-07,-7.98370224021552,0,0.011,0.00659424351991943,"down"
"GRK2",1.34623104340678e-07,-7.94640527677417,0,0.011,0.00659424351991943,"down"
"AP003025.1",1.34623104340678e-07,-7.79064773621971,0,0.011,0.00659424351991943,"down"
"IRF9",1.34623104340678e-07,-7.84562841086128,0,0.011,0.00659424351991943,"down"
"FAM234A",1.34623104340678e-07,-7.86389261120359,0,0.011,0.00659424351991943,"down"
"TRIR",1.34623104340678e-07,-7.98553134380536,0,0.011,0.00659424351991943,"down"
"KCNIP4",1.38287174451235e-07,-0.280434248935032,0.325,0.404,0.00677372066614484,"ns"
"ANKDD1B",1.4111429461848e-07,-1.29883970374125,0.008,0.026,0.00691220149329701,"down"
"RP11-731J8.2",1.42397628593841e-07,0.974424877501451,0.145,0.107,0.00697506304141213,"ns"
"TMEM132A",1.42698157997069e-07,-0.45877002453783,0.116,0.166,0.00698978387317042,"ns"
"CTC-498M16.2",1.44608663467365e-07,1.00614233848696,0.116,0.08,0.00708336616262192,"up"
"MAN1C1",1.45545730082227e-07,-0.731203270051112,0.043,0.076,0.00712926649661773,"ns"
"PBX1",1.47463019286621e-07,0.310928898621299,0.468,0.426,0.00722318107371658,"ns"
"CIITA",1.47706622069134e-07,-1.70570654344639,0.005,0.022,0.00723511346881237,"down"
"MVP",1.4929113119771e-07,-0.75246197450808,0.022,0.047,0.00731272747945745,"ns"
"KIAA1217",1.53991583018177e-07,-0.569927191970908,0.046,0.081,0.00754296971097937,"ns"
"BCLAF1",1.56490344029963e-07,-0.257999115464625,0.114,0.167,0.00766536652161967,"ns"
"IFITM2",1.56841741663533e-07,-0.81258796196799,0.013,0.035,0.00768257903190483,"ns"
"DCAF15",1.57087200554997e-07,-1.51159469541546,0.007,0.025,0.00769460234478542,"down"
"RP11-374M1.3",1.57488419582445e-07,-1.58188709644151,0.003,0.017,0.00771425525640692,"down"
"RAB11FIP5",1.59304886876854e-07,-1.5339609928627,0.011,0.031,0.00780323127388895,"down"
"MASP1",1.61738286230243e-07,-0.676074563492361,0.04,0.072,0.00792242647441601,"ns"
"RPL36",1.62916656957114e-07,-0.317201445925733,0.103,0.152,0.00798014660773032,"ns"
"SLC38A1",1.63693618129061e-07,-0.821824782598506,0.047,0.081,0.00801820449681578,"ns"
"LMNA",1.70230348606542e-07,-0.514746897762699,0.053,0.089,0.00833839316579424,"ns"
"BNIP3L",1.70650422199066e-07,-0.492798127260284,0.1,0.146,0.00835896963057684,"ns"
"FGFR2",1.72825349981778e-07,-0.240581317932919,0.386,0.464,0.00846550411815744,"ns"
"MGAT5",1.83092000695099e-07,-0.391425353556974,0.159,0.215,0.00896839547004803,"ns"
"HNRNPA2B1",1.8378939402264e-07,-0.17712867088313,0.263,0.343,0.00900255588741098,"ns"
"RAB7A",1.86080026770342e-07,-0.333036697359888,0.135,0.19,0.00911475795129165,"ns"
"TAGLN3",1.89535888540418e-07,-0.775749596450996,0.049,0.083,0.00928403642837527,"ns"
"SERPINB1",1.90175952990018e-07,-2.21148584498183,0.005,0.02,0.00931538870531007,"down"
"GRIP1",1.95053758708344e-07,-0.6363843864976,0.053,0.089,0.00955431826281082,"ns"
"MFSD14B",1.95057397913753e-07,-7.84473168390971,0,0.01,0.00955449652200934,"down"
"AC010201.3",1.95057397913753e-07,-7.87953745001071,0,0.01,0.00955449652200934,"down"
"RIPOR1",1.95057397913753e-07,-7.9418475937044,0,0.01,0.00955449652200934,"down"
"AL592183.1",1.95057397913753e-07,-7.9420170142432,0,0.01,0.00955449652200934,"down"
"ZNF410",1.95057401586159e-07,-7.87312530661084,0,0.01,0.00955449670189484,"down"
"GOSR2",1.95057401586159e-07,-7.81039564356428,0,0.01,0.00955449670189484,"down"
"GAREM2",1.95057401586159e-07,-7.96138662111114,0,0.01,0.00955449670189484,"down"
"AC018730.1",1.95057401586159e-07,-7.8282128387339,0,0.01,0.00955449670189484,"down"
"AC114760.2",1.95057401586159e-07,-7.8920740146137,0,0.01,0.00955449670189484,"down"
"SNHG31",1.95057401586159e-07,-7.88414632984404,0,0.01,0.00955449670189484,"down"
"IFT80",1.95057401586159e-07,-7.87397486691612,0,0.01,0.00955449670189484,"down"
"TAP2",1.95057401586159e-07,-7.93069942198015,0,0.01,0.00955449670189484,"down"
"AL078604.4",1.95057401586159e-07,-8.0357135385077,0,0.01,0.00955449670189484,"down"
"PRORP",1.95057401586159e-07,-7.95683506736819,0,0.01,0.00955449670189484,"down"
"AC087482.1",1.95057401586159e-07,-7.93613443220567,0,0.01,0.00955449670189484,"down"
"MICOS13",1.95057401586159e-07,-7.82584386615171,0,0.01,0.00955449670189484,"down"
"Z93930.2",1.95057401586159e-07,-8.05711824780165,0,0.01,0.00955449670189484,"down"
"SPDYE2",1.95953600293171e-07,-0.294112026702499,0.113,0.165,0.0095983952031604,"ns"
"DSCAML1",1.96504644641574e-07,-0.710132741119469,0.039,0.071,0.00962538700847821,"ns"
"GBE1",1.97009166416098e-07,-0.473601467038227,0.069,0.11,0.00965009999855975,"ns"
"SLC5A11",1.9811563714087e-07,-1.1651476732667,0.02,0.044,0.00970429825407123,"down"
"CARM1",2.03718821804932e-07,-0.423529322759399,0.036,0.067,0.009978759048471,"ns"
"KRTCAP2",2.05154704384846e-07,-1.79181579838262,0.007,0.025,0.0100490928848829,"down"
"GABARAPL1",2.06478113132976e-07,-0.641858680680741,0.044,0.077,0.0101139174155926,"ns"
"PIM3",2.07645209137846e-07,-1.49785357081877,0.011,0.031,0.0101710852791991,"down"
"STAT3",2.12707761098728e-07,-0.303729080573115,0.137,0.191,0.010419064261899,"ns"
"LINC00609",2.19154143070343e-07,-0.364692433906059,0.097,0.142,0.0107348273900146,"ns"
"RGS16",2.21644477490781e-07,-0.54030186207811,0.026,0.053,0.0108568114409309,"ns"
"KRT17",2.25782964597374e-07,-3.22126824319359,0.001,0.013,0.0110595269548732,"down"
"ELF2",2.27812688613698e-07,-0.195206310059435,0.16,0.222,0.0111589489263648,"ns"
"URM1",2.32789271085516e-07,-0.757061261029688,0.024,0.05,0.0114027168655818,"ns"
"PPP1R14A",2.41533092290365e-07,-1.52734289011332,0.005,0.021,0.011831015459659,"down"
"TEAD3",2.41994807411419e-07,-1.0276891671591,0.017,0.04,0.0118536316514336,"down"
"LRCH4",2.46806201856906e-07,-5.40278190545232,0,0.011,0.0120893081855568,"down"
"DDX5",2.48846351395251e-07,-0.234351236010779,0.358,0.44,0.0121892408303936,"ns"
"PRPF4B",2.50664944248112e-07,-0.495664700994912,0.126,0.176,0.0122783209641053,"ns"
"COTL1",2.51908943160576e-07,-0.833924500541882,0.035,0.065,0.0123392557628345,"ns"
"SIAH1",2.52079849246769e-07,-0.484171125383228,0.033,0.063,0.0123476272556545,"ns"
"ENO1",2.53403062158732e-07,-0.227230679527619,0.274,0.35,0.0124124421937211,"ns"
"GPI",2.60644218619261e-07,-0.544166118963601,0.122,0.17,0.0127671357606273,"ns"
"ZSWIM7",2.67025929486714e-07,-0.407716220690651,0.05,0.085,0.0130797311040477,"ns"
"SPTLC1",2.77537731367327e-07,-0.870738376014123,0.032,0.06,0.0135946306955658,"ns"
"HDAC4",2.77624383781783e-07,-0.239850055100346,0.145,0.203,0.0135988751907831,"ns"
"RP11-33B1.1",2.81899866470907e-07,0.708004434413677,0.205,0.164,0.0138083011593444,"ns"
"WBP1",2.82675614885333e-07,-7.81384139119228,0,0.01,0.0138462996439283,"down"
"SATB1",2.82675614885333e-07,-7.89264038171587,0,0.01,0.0138462996439283,"down"
"PSMA6",2.82675614885333e-07,-7.61027161744746,0,0.01,0.0138462996439283,"down"
"LNPK",2.82675614885333e-07,-7.93094636485553,0,0.01,0.0138462996439283,"down"
"TUT7",2.82675614885333e-07,-7.81837890571895,0,0.01,0.0138462996439283,"down"
"NPIPA1",2.82675614885333e-07,-7.79697128440883,0,0.01,0.0138462996439283,"down"
"COQ8B",2.82675614885333e-07,-7.83058534810967,0,0.01,0.0138462996439283,"down"
"MMP24OS",2.82675614885333e-07,-7.75310505879117,0,0.01,0.0138462996439283,"down"
"UNC5D",2.88554177903186e-07,-0.336458063425178,0.198,0.259,0.0141342492962318,"ns"
"LINC00960",2.92049884664352e-07,-3.81312797432796,0.001,0.012,0.014305479500514,"down"
"DIO3OS",2.92103242802502e-07,-2.51019133503021,0.003,0.017,0.014308093142195,"down"
"SMARCA1",2.95007977802879e-07,-0.47972205051246,0.051,0.086,0.0144503757767184,"ns"
"SESN1",2.96168981444045e-07,-0.423323666878245,0.121,0.171,0.0145072452180736,"ns"
"GLIPR2",3.03763326661258e-07,-0.904087583157801,0.015,0.036,0.0148792390298484,"ns"
"RP11-61L23.2",3.08445395984161e-07,-1.71765445440141,0.003,0.017,0.0151085808314921,"down"
"SLC25A26",3.08463727045811e-07,-0.268420351210143,0.121,0.174,0.0151094787418849,"ns"
"RPS2",3.1009817657349e-07,-0.856704172601053,0.029,0.057,0.0151895389830992,"ns"
"ALDOA",3.11612531387598e-07,-0.259701870316809,0.163,0.223,0.0152637166249587,"ns"
"EIF5B",3.16862515097816e-07,-0.448533664136278,0.108,0.155,0.0155208765770363,"ns"
"PSMG4",3.16996010906297e-07,-0.327245286619961,0.061,0.099,0.0155274156022231,"ns"
"DDX58",3.18005473211136e-07,-0.584805277458523,0.056,0.091,0.0155768620943011,"ns"
"LINC00106",3.21392035495627e-07,-0.891635288630795,0.029,0.056,0.0157427460746823,"ns"
"NOL7",3.23534572937584e-07,-0.902580409496602,0.024,0.05,0.0158476939862017,"ns"
"KCNK1",3.27659149701589e-07,-0.874440958747378,0.029,0.057,0.0160497281298329,"ns"
"SORBS1",3.3096378213861e-07,0.198077255148284,0.742,0.726,0.0162115989404955,"ns"
"RAB11B",3.36885058862168e-07,-0.51810135649223,0.052,0.087,0.0165016408382456,"ns"
"RP4-725G10.3",3.45180175512645e-07,-2.10652087502668,0.002,0.015,0.0169079605371359,"down"
"MEF2C",3.46031501994023e-07,-0.299180538709472,0.321,0.394,0.0169496610621732,"ns"
"C6orf226",3.4758486520849e-07,-1.16469728998003,0.005,0.02,0.0170257494525074,"down"
"CTD-2054N24.2",3.49775905598615e-07,1.20104459388858,0.036,0.016,0.017133073183937,"up"
"FNDC4",3.4979833510595e-07,-1.11530247366725,0.015,0.037,0.0171341718484948,"down"
"RP11-25H12.1",3.56105425679183e-07,-1.28754854140306,0.008,0.025,0.0174431120660434,"down"
"ZMYM6",3.59190710519822e-07,-5.06538666666187,0,0.011,0.0175942385733924,"down"
"BMPR1A",3.62931571867573e-07,-0.233816361687327,0.257,0.331,0.0177774771847893,"ns"
"NAA10",3.64019562287614e-07,-3.82603741238781,0,0.011,0.0178307702195342,"down"
"KLF12",3.79194481056728e-07,0.350421590962315,0.4,0.354,0.0185740832656017,"ns"
"GRID2",3.84460565125825e-07,-0.393074414713744,0.156,0.21,0.0188320318615583,"ns"
"ATP6V1E1",3.84969360508684e-07,-0.600166304713964,0.074,0.113,0.0188569541857969,"ns"
"C8orf34",3.89748655265241e-07,-0.484827491301125,0.041,0.073,0.0190910583808573,"ns"
"IFIT3",3.92494202818378e-07,-1.28662309951251,0.018,0.041,0.0192255435366526,"down"
"AP2B1",3.92526636538701e-07,-0.401515808795138,0.125,0.175,0.0192271322375752,"ns"
"ZNF331",3.94165313071278e-07,-1.46229783833538,0.043,0.074,0.0193073995301704,"down"
"IGF1R",3.96705826681715e-07,-0.254527380277678,0.25,0.32,0.0194318415083505,"ns"
"TRAPPC1",3.99487576216285e-07,-1.56069249915205,0.012,0.032,0.0195680999458023,"down"
"GATAD2A",4.01003223287271e-07,-0.494061068629717,0.069,0.108,0.0196423408862804,"ns"
"AC098588.3",4.09736080496347e-07,-8.02084491462304,0,0.01,0.0200701024309525,"down"
"MACO1",4.09736088219181e-07,-7.60502905573232,0,0.01,0.0200701028092402,"down"
"ATP5MC3",4.09736088219181e-07,-7.64998392689154,0,0.01,0.0200701028092402,"down"
"AC107223.1",4.09736088219181e-07,-8.17951692845602,0,0.01,0.0200701028092402,"down"
"MRNIP",4.09736088219181e-07,-7.68201626042133,0,0.01,0.0200701028092402,"down"
"MFSD4B",4.09736088219181e-07,-7.54059384899141,0,0.01,0.0200701028092402,"down"
"HDAC2-AS2",4.09736088219181e-07,-7.87776481779756,0,0.01,0.0200701028092402,"down"
"STMP1",4.09736088219181e-07,-7.74468294785671,0,0.01,0.0200701028092402,"down"
"MYORG",4.09736088219181e-07,-7.96352081120866,0,0.01,0.0200701028092402,"down"
"AL512662.2",4.09736088219181e-07,-7.94786300701956,0,0.01,0.0200701028092402,"down"
"AP001825.1",4.09736088219181e-07,-7.76858218754513,0,0.01,0.0200701028092402,"down"
"MCRIP1",4.09736088219181e-07,-8.07272300050239,0,0.01,0.0200701028092402,"down"
"LINC00116",4.12821612671598e-07,-0.875846124480805,0.016,0.038,0.0202212410534929,"ns"
"ZBTB7C",4.18365900332533e-07,-0.512674844702952,0.094,0.137,0.0204928168959885,"ns"
"CRB1",4.18773649408545e-07,0.289708172209469,0.459,0.416,0.0205127896689788,"ns"
"COX8A",4.23517629242727e-07,-3.8065036126372,0.001,0.012,0.0207451640331965,"down"
"TSPAN7",4.31160275647274e-07,-0.25554363173323,0.247,0.318,0.0211195237820304,"ns"
"AHCYL2",4.31611982469441e-07,0.209459621485486,0.659,0.635,0.0211416497373006,"ns"
"DCLK1",4.35722677415379e-07,-0.15372651389111,0.128,0.18,0.0213430039078375,"ns"
"THSD7B",4.52820435703942e-07,-0.776608003838418,0.013,0.033,0.0221805034020862,"ns"
"TCEAL3",4.56434026621181e-07,-0.82759482759843,0.022,0.047,0.0223575079259853,"ns"
"PQBP1",4.71067845624963e-07,-0.772555963911378,0.02,0.043,0.0230743162822476,"ns"
"GLIS3",4.71239873724548e-07,-0.291626086770344,0.565,0.634,0.0230827427346496,"ns"
"ASTN2",4.7173994438361e-07,0.348599648212852,0.445,0.416,0.0231072376957423,"ns"
"CTNND2",4.72583244500568e-07,0.100327603016147,0.946,0.935,0.0231485450653713,"ns"
"IZUMO4",4.79379269007883e-07,-0.397200886338356,0.05,0.084,0.0234814347338131,"ns"
"DIP2C",4.79527856533367e-07,-0.237438291782547,0.267,0.341,0.0234887129965739,"ns"
"CABIN1",4.8181177643802e-07,-0.394148051250679,0.085,0.128,0.0236005862452635,"ns"
"RP11-404I7.2",4.91265419963621e-07,1.11191812064056,0.098,0.066,0.0240636540660781,"up"
"FRAS1",4.94038239440313e-07,-1.07981110383538,0.018,0.04,0.0241994750825048,"down"
"SLC22A17",5.03898806123183e-07,-0.459933095938195,0.076,0.116,0.0246824752203319,"ns"
"SAP30BP",5.04166445531122e-07,-0.44686377320044,0.057,0.093,0.0246955850014509,"ns"
"MRPL34",5.07094399917583e-07,-0.977601720453057,0.017,0.038,0.024839004991163,"ns"
"CTD-2544M6.1",5.08100552064261e-07,-0.643850051581708,0.018,0.041,0.0248882893417637,"ns"
"CDH13",5.20250968418611e-07,-0.529738202103568,0.055,0.09,0.0254834531860488,"ns"
"MICA",5.23664051756985e-07,-4.46067864836265,0,0.011,0.0256506362472124,"down"
"SLC3A2",5.31855240311295e-07,-0.160741397125083,0.159,0.22,0.0260518652361682,"ns"
"MIEN1",5.43865903290932e-07,-0.871443642875245,0.016,0.038,0.0266401835408997,"ns"
"B2M",5.47634383569748e-07,-0.480271547480176,0.096,0.14,0.026824775010397,"ns"
"HIF1A-AS2",5.50519643483872e-07,-0.638292616967615,0.029,0.056,0.0269661036967705,"ns"
"DYNC1I1",5.58134415010973e-07,-0.748369880555657,0.04,0.07,0.0273390980504825,"ns"
"ATG4B",5.69125271187484e-07,-0.192114744955909,0.088,0.133,0.0278774631585765,"ns"
"TMEM126B",5.75239959158884e-07,-0.970126561858228,0.027,0.053,0.0281769789194796,"ns"
"BARD1",5.75331608301053e-07,-0.3346823614166,0.045,0.078,0.0281814681694105,"ns"
"CCDC148",5.88951390418093e-07,-0.279844700902502,0.044,0.077,0.0288486059568494,"ns"
"PSME2",5.92645688741617e-07,-1.22376976405362,0.016,0.038,0.0290295637716306,"down"
"STAT1",5.93668943944609e-07,-0.376627201089121,0.031,0.059,0.0290796858812388,"ns"
"AC093157.1",5.94042428885557e-07,-7.68173269659518,0,0.01,0.0290979802941013,"down"
"ATP5PB",5.94042440089274e-07,-7.86042961423348,0,0.01,0.0290979808428929,"down"
"AC105052.4",5.94042440089274e-07,-7.70808401063636,0,0.01,0.0290979808428929,"down"
"CEMIP2",5.94042440089274e-07,-7.8803283532864,0,0.01,0.0290979808428929,"down"
"AL731577.2",5.94042440089274e-07,-7.9882707138291,0,0.01,0.0290979808428929,"down"
"DVL3",5.94042451292994e-07,-7.72490915963579,0,0.01,0.0290979813916847,"down"
"TOMM6",5.94042451292994e-07,-7.73361914626866,0,0.01,0.0290979813916847,"down"
"AL078602.1",5.94042451292994e-07,-7.87972480191395,0,0.01,0.0290979813916847,"down"
"AC006001.2",5.94042451292994e-07,-7.65681044720569,0,0.01,0.0290979813916847,"down"
"ELOC",5.94042451292994e-07,-7.66540416835895,0,0.01,0.0290979813916847,"down"
"EBLN3P",5.94042451292994e-07,-7.67359259701882,0,0.01,0.0290979813916847,"down"
"SHTN1",5.94042451292994e-07,-8.02140277442108,0,0.01,0.0290979813916847,"down"
"NDUFC2",5.94042451292994e-07,-7.68659667059592,0,0.01,0.0290979813916847,"down"
"AL160314.2",5.94042451292994e-07,-7.83377025962054,0,0.01,0.0290979813916847,"down"
"LINC02256",5.94042451292994e-07,-7.55768655024358,0,0.01,0.0290979813916847,"down"
"PSMA1",5.95687364089871e-07,-2.02994242375837,0.005,0.02,0.0291785541552141,"down"
"RP11-434I12.2",6.01484466780644e-07,-1.01247290846242,0.013,0.034,0.0294625136363163,"down"
"SH3D19",6.04692197254272e-07,-0.413089792567168,0.061,0.097,0.029619637898106,"ns"
"WDR37",6.0787647809936e-07,-0.314834707496544,0.099,0.146,0.029775613526741,"ns"
"C1QBP",6.10528839274876e-07,-1.38640356495789,0.011,0.029,0.0299055341342013,"down"
"NTNG1",6.11120660378694e-07,0.66568167315464,0.101,0.066,0.0299345233073296,"ns"
"LSAMP-AS1",6.1594050861984e-07,-0.304926682266,0.174,0.232,0.0301706139337256,"ns"
"ATXN7L1",6.16523584829805e-07,-0.273129098498956,0.159,0.216,0.0301991747557183,"ns"
"CD38",6.16995820510518e-07,-0.305991316847892,0.118,0.168,0.0302223062760667,"ns"
"DAAM2",6.22910731242151e-07,-0.25492013670041,0.272,0.338,0.0305120363484343,"ns"
"PPP1R3E",6.26535323794109e-07,-0.763234071381719,0.027,0.053,0.0306895797654069,"ns"
"TTLL3",6.32186673872817e-07,-0.885330815717948,0.025,0.05,0.0309663998463122,"ns"
"NRXN3",6.35663998629561e-07,-0.169571888525141,0.305,0.385,0.0311367296448718,"ns"
"TPPP3",6.35938800018395e-07,-1.12140880159652,0.02,0.042,0.031150190241301,"down"
"PTP4A2",6.37309101979576e-07,-1.53042807397528,0.012,0.03,0.0312173117422656,"down"
"CH507-513H4.1",6.40875265759781e-07,1.0122320509438,0.048,0.024,0.0313919931427114,"up"
"ARHGEF11",6.56939079828597e-07,-0.358935297737728,0.112,0.16,0.0321788469472441,"ns"
"MANF",6.63240339929644e-07,-1.64322941818892,0.01,0.028,0.0324875015707738,"down"
"BRK1",6.65966960457879e-07,-0.683575172745595,0.046,0.078,0.0326210596241083,"ns"
"EBF4",6.7496047379031e-07,-0.918955794143472,0.023,0.048,0.0330615888876707,"ns"
"RP4-673D20.3",6.79307724310808e-07,0.768443904633873,0.134,0.097,0.0332745302599163,"ns"
"QKI",6.81563332790402e-07,0.179428855728904,0.864,0.85,0.0333850167300723,"ns"
"XIST",6.96838469754965e-07,-0.282432778960922,0.272,0.341,0.0341332387640074,"ns"
"PHRF1",6.9820497659071e-07,-0.803692490329933,0.016,0.038,0.0342001743683427,"ns"
"ARHGDIA",7.10462134959931e-07,-0.716259977324228,0.03,0.057,0.0348005667567423,"ns"
"SNCG",7.11981214337304e-07,-0.694198214972225,0.053,0.087,0.0348749758218842,"ns"
"KCTD3",7.18027112463498e-07,-0.260310975096979,0.069,0.108,0.0351711220497995,"ns"
"PRKCE",7.18369957123384e-07,-0.248243062470885,0.169,0.227,0.0351879156097747,"ns"
"NOSIP",7.19440834967842e-07,-0.604243285962075,0.036,0.066,0.0352403704192298,"ns"
"TBCB",7.32990512147501e-07,-0.726007343797505,0.037,0.066,0.0359040742565211,"ns"
"POLR2E",7.48961659469822e-07,-1.15010661619317,0.016,0.037,0.0366863889658103,"down"
"EPHA2",7.53292813933892e-07,-1.44755631556092,0.007,0.024,0.0368985419049238,"down"
"PNPLA3",7.53820332732989e-07,-0.642470179982152,0.03,0.057,0.03692438135826,"ns"
"TUBB2A",7.7780884405954e-07,-0.44366770863633,0.12,0.167,0.0380994106085685,"ns"
"ARID3A",7.83677980432405e-07,-0.60193000301797,0.026,0.051,0.0383868985155205,"ns"
"VAV2",7.84272113868268e-07,-0.361111355927577,0.062,0.099,0.0384160009536094,"ns"
"SKI",7.85133970316032e-07,-0.470585960235953,0.04,0.071,0.0384582172679902,"ns"
"POP7",7.90711108903389e-07,-1.38645072861511,0.009,0.026,0.0387314022474147,"down"
"RP11-436H11.1",7.99711338943841e-07,-0.755311978213532,0.021,0.045,0.0391722605154862,"ns"
"PPRC1",8.16042922925084e-07,-1.32965254386717,0.01,0.029,0.0399722304936394,"down"
"ZCCHC24",8.21830522511326e-07,-0.425121365279936,0.073,0.113,0.0402557244841723,"ns"
"LINC01503",8.30041447464584e-07,-1.37853481775674,0.008,0.024,0.0406579202211577,"down"
"ARPP19",8.33579663639529e-07,-0.511985329569649,0.158,0.21,0.0408312326640551,"ns"
"PAK1",8.33728688919772e-07,-0.650615219178586,0.052,0.085,0.0408385323693572,"ns"
"FDFT1",8.56644773866134e-07,-0.187854095411866,0.154,0.211,0.0419610309582848,"ns"
"DDR2",8.66329396464991e-07,-0.555036273013999,0.058,0.092,0.0424354128270446,"ns"
"MED13L",8.68771873590401e-07,-0.142276181539801,0.374,0.462,0.0425550526840786,"ns"
"TMEM43",8.69393739415785e-07,-1.42503179606013,0.008,0.024,0.0425855135378034,"down"
"SNTG1",8.69435938681849e-07,-0.336909483881796,0.082,0.124,0.042587580584453,"ns"
"GNAL",8.7194787929598e-07,-0.472899887365415,0.054,0.088,0.042710622971555,"ns"
"CH17-140K24.2",8.77794294045101e-07,-1.43245114305631,0.009,0.027,0.0429969979052112,"down"
"MYL6",9.06236920233366e-07,-0.485924194551844,0.088,0.129,0.044390203063791,"ns"
"NOP58",9.21342437917916e-07,-0.549455287796372,0.05,0.082,0.0451301166365333,"ns"
"TNNI3K",9.36363249720041e-07,-2.89171767117275,0.002,0.014,0.0458658810610368,"down"
"CTA-351J1.1",9.84872615161733e-07,-2.15639749261179,0.001,0.012,0.0482420153084672,"down"
"NPY",9.91356630666416e-07,-3.47641709487156,0.002,0.013,0.048559621839933,"down"
